Date,Time,Time Zone,Category,Item,Qty,Price Point Name,SKU,Modifiers Applied,Gross Sales,Discounts,Net Sales,Tax,Dining Option,Customer ID,Customer Name,Customer Reference ID
12/31/17,15:11:49,Pacific Time (US & Canada),Tea,Chai,1,"Med, 16 oz",,,$4.85,$0.00,$4.85,$0.24,To Go,,,
12/31/17,15:10:25,Pacific Time (US & Canada),Pastries,Cookies,1,Chocolate chip,,,$2.75,$0.00,$2.75,$0.14,To Go,,,
12/31/17,15:09:42,Pacific Time (US & Canada),Coffee,Mocha,1,"Small, 12 oz",,,$4.00,$0.00,$4.00,$0.20,To Go,,,
12/31/17,15:09:06,Pacific Time (US & Canada),Pastries,Muffins,1,Raspberry Banana Oat,,,$3.55,$0.00,$3.55,$0.18,To Go,,,
12/31/17,15:09:06,Pacific Time (US & Canada),Coffee,Drip Coffee,1,"Med, 16 oz",,,$2.65,$0.00,$2.65,$0.13,To Go,,,
12/31/17,15:07:55,Pacific Time (US & Canada),Breakfast,Breakfast things,1,Ham & Cheese Croissant,,,$6.95,$0.00,$6.95,$0.35,To Go,,,
12/31/17,15:07:55,Pacific Time (US & Canada),Tea,Tea,1,Peppermint,,,$2.60,$0.00,$2.60,$0.13,To Go,,,
12/31/17,15:02:14,Pacific Time (US & Canada),Coffee,Cappuccino,1,"Small, 12 oz",,,$3.80,$0.00,$3.80,$0.19,To Go,,,
12/31/17,14:58:48,Pacific Time (US & Canada),Tea,Tea,1,I Love Lemon,,,$2.60,$0.00,$2.60,$0.13,To Go,,,
12/31/17,14:58:48,Pacific Time (US & Canada),Food,Laminated Pastries,1,Morning Bun,,,$4.00,$0.00,$4.00,$0.20,To Go,,,
12/31/17,14:56:12,Pacific Time (US & Canada),Pastries,Scones,1,Cheese,,,$4.25,$0.00,$4.25,$0.21,For Here,,,
12/31/17,14:56:12,Pacific Time (US & Canada),Pastries,Scones,1,Mixed berry,,,$4.25,$0.00,$4.25,$0.21,For Here,,,
12/31/17,14:56:12,Pacific Time (US & Canada),Coffee,Latte,1,"Small, 12 oz",,"Decaf, Skim",$3.80,$0.00,$3.80,$0.19,For Here,,,
12/31/17,14:56:12,Pacific Time (US & Canada),Coffee,Latte,1,"Med, 16 oz",,Hazelnut ,$4.90,$0.00,$4.90,$0.25,For Here,,,
12/31/17,14:54:39,Pacific Time (US & Canada),Breakfast,Breakfast things,2,Ham & Cheese Croissant,,,$13.90,$0.00,$13.90,$0.70,To Go,,,
12/31/17,14:53:53,Pacific Time (US & Canada),Coffee,Americano,1,"Small, 12 oz",,Personal Cup,$2.65,$0.00,$2.65,$0.13,To Go,,,
12/31/17,14:52:53,Pacific Time (US & Canada),Coffee,Drip Coffee,1,"Small, 12 oz",,,$2.50,$0.00,$2.50,$0.12,To Go,,,
12/31/17,14:52:53,Pacific Time (US & Canada),Misc Drinks,Juices,1,Green Goddess,,,$9.95,$0.00,$9.95,$0.50,To Go,,,
12/31/17,14:51:58,Pacific Time (US & Canada),Coffee,Americano,2,"Small, 12 oz",,,$5.30,$0.00,$5.30,$0.27,For Here,,,
12/31/17,14:51:58,Pacific Time (US & Canada),Pastries,Scones,1,Healthy,,,$4.50,$0.00,$4.50,$0.22,For Here,,,
12/31/17,14:51:58,Pacific Time (US & Canada),Pastries,Cookies,1,Chocolate chip,,,$2.75,$0.00,$2.75,$0.14,For Here,,,
12/31/17,14:48:32,Pacific Time (US & Canada),Coffee,Latte,1,"Small, 12 oz",,Soy S,$4.65,$0.00,$4.65,$0.23,To Go,,,
12/31/17,14:44:32,Pacific Time (US & Canada),Pastries,Tarts,1,Lemon tarts,,,$4.50,$0.00,$4.50,$0.22,To Go,,,
12/31/17,14:44:32,Pacific Time (US & Canada),Pastries,Tarts,1,Peach tart,,,$4.50,$0.00,$4.50,$0.23,To Go,,,
12/31/17,14:43:28,Pacific Time (US & Canada),Tea,Chai,2,"Large, 20 oz",,"Almond L, Extra shot",$14.60,$0.00,$14.60,$0.73,To Go,,,
12/31/17,14:41:58,Pacific Time (US & Canada),Lunch,Sandwich,1,Turkey BLT,,,$8.75,$0.00,$8.75,$0.44,To Go,,,
12/31/17,14:41:58,Pacific Time (US & Canada),Pastries,Muffins,1,Carrot Zucchini,,,$3.55,$0.00,$3.55,$0.18,To Go,,,
12/31/17,14:41:58,Pacific Time (US & Canada),Coffee,Drip Coffee,1,"Small, 12 oz",,,$2.50,$0.00,$2.50,$0.12,To Go,,,
12/31/17,14:41:58,Pacific Time (US & Canada),Coffee,Drip Coffee,1,"Med, 16 oz",,,$2.65,$0.00,$2.65,$0.13,To Go,,,
12/31/17,14:40:37,Pacific Time (US & Canada),Coffee,Macchiato,1,6 oz (cap),,Extra hot,$3.75,$0.00,$3.75,$0.19,For Here,,,
12/31/17,14:40:37,Pacific Time (US & Canada),Coffee,Macchiato,1,6 oz (cap),,Soy xS ,$4.25,$0.00,$4.25,$0.21,For Here,,,
12/31/17,14:40:37,Pacific Time (US & Canada),Pastries,Tarts,1,Banana Bread,,,$4.50,$0.00,$4.50,$0.22,For Here,,,
12/31/17,14:35:24,Pacific Time (US & Canada),Food,Laminated Pastries,1,Cornish Pasty,,,$6.50,$0.00,$6.50,$0.32,To Go,,,
12/31/17,14:35:24,Pacific Time (US & Canada),Food,Laminated Pastries,1,Sausage Rolls,,,$6.50,$0.00,$6.50,$0.33,To Go,,,
12/31/17,14:27:04,Pacific Time (US & Canada),Breakfast,Breakfast things,1,Breakfast Burrito,,,$8.50,$0.00,$8.50,$0.42,To Go,,,
12/31/17,14:27:04,Pacific Time (US & Canada),Coffee,Drip Coffee,1,"Small, 12 oz",,,$2.50,$0.00,$2.50,$0.13,To Go,,,
12/31/17,14:27:04,Pacific Time (US & Canada),Coffee,Latte,1,"Small, 12 oz",,,$3.80,$0.00,$3.80,$0.19,To Go,,,
12/31/17,14:23:06,Pacific Time (US & Canada),Pastries,Muffins,1,Carrot Zucchini,,,$3.55,$0.00,$3.55,$0.18,To Go,,,
12/31/17,14:23:06,Pacific Time (US & Canada),Coffee,Drip Coffee,1,"Med, 16 oz",,,$2.65,$0.00,$2.65,$0.13,To Go,,,
12/31/17,14:23:06,Pacific Time (US & Canada),Coffee,Drip Coffee,1,"Small, 12 oz",,,$2.50,$0.00,$2.50,$0.13,To Go,,,
12/31/17,14:02:39,Pacific Time (US & Canada),Coffee,Latte,1,"Small, 12 oz",,,$3.80,$0.00,$3.80,$0.19,To Go,,,
12/31/17,13:50:57,Pacific Time (US & Canada),Coffee,Drip Coffee,1,"Small, 12 oz",,,$2.50,$0.00,$2.50,$0.12,To Go,,,
12/31/17,13:50:57,Pacific Time (US & Canada),Coffee,Latte,1,"Med, 16 oz",,,$4.40,$0.00,$4.40,$0.22,To Go,,,
12/31/17,13:50:01,Pacific Time (US & Canada),Misc Drinks,Homemade Hot Chocolate,2,"Small, 12 oz",,,$7.70,$0.00,$7.70,$0.38,To Go,,,
12/31/17,13:50:01,Pacific Time (US & Canada),Coffee,Cappuccino,1,"Med, 16 oz",,,$4.40,$0.00,$4.40,$0.22,To Go,,,
12/31/17,13:46:36,Pacific Time (US & Canada),Coffee,Latte,1,"Small, 12 oz",,,$3.80,$0.00,$3.80,$0.19,For Here,,,
12/31/17,13:46:00,Pacific Time (US & Canada),Coffee,Americano,1,"Small, 12 oz",,"Decaf, Almond Misto",$3.36,$0.00,$3.36,$0.17,To Go,,,
12/31/17,13:40:04,Pacific Time (US & Canada),Coffee,Cappuccino,2,"Small, 12 oz",,,$7.60,$0.00,$7.60,$0.38,For Here,,,
12/31/17,13:40:04,Pacific Time (US & Canada),Food,Laminated Pastries,2,Morning Bun,,,$8.00,$0.00,$8.00,$0.40,For Here,,,
12/31/17,13:38:51,Pacific Time (US & Canada),Coffee,Cappuccino,1,"Small, 12 oz",,,$3.80,$0.00,$3.80,$0.19,To Go,,,
12/31/17,13:38:51,Pacific Time (US & Canada),Coffee,Cappuccino,1,"Small, 12 oz",,Almond S,$4.65,$0.00,$4.65,$0.23,To Go,,,
12/31/17,13:33:34,Pacific Time (US & Canada),Coffee,Americano,1,"Med, 16 oz",,,$3.25,$0.00,$3.25,$0.16,To Go,,,
12/31/17,13:33:34,Pacific Time (US & Canada),Breakfast,Breakfast things,1,Breakfast Burrito,,,$8.50,$0.00,$8.50,$0.43,To Go,,,
12/31/17,13:32:14,Pacific Time (US & Canada),Coffee,Macchiato,3,6 oz (cap),,,$11.25,$0.00,$11.25,$0.57,To Go,,,
12/31/17,13:32:14,Pacific Time (US & Canada),Coffee,Macchiato,1,6 oz (cap),,Soy xS ,$4.25,$0.00,$4.25,$0.21,To Go,,,
12/31/17,13:31:23,Pacific Time (US & Canada),Coffee,Latte,2,"Large, 20 oz",,Almond L,$12.70,$0.00,$12.70,$0.64,To Go,,,
12/31/17,13:27:15,Pacific Time (US & Canada),Tea,Matcha Latte,1,Small,,Almond S,$5.70,$0.00,$5.70,$0.28,To Go,,,
12/31/17,13:27:15,Pacific Time (US & Canada),Tea,Chai,1,"Small, 12 oz",,Almond S,$4.95,$0.00,$4.95,$0.25,To Go,,,
12/31/17,13:26:21,Pacific Time (US & Canada),Food,Soup,2,Regular,,,$11.50,$0.00,$11.50,$0.58,To Go,,,
12/31/17,13:26:21,Pacific Time (US & Canada),Coffee,Americano,1,"Med, 16 oz",,Decaf,$3.25,$0.00,$3.25,$0.16,For Here,,,
12/31/17,13:26:21,Pacific Time (US & Canada),Coffee,Cappuccino,1,"Small, 12 oz",,Decaf,$3.80,$0.00,$3.80,$0.19,For Here,,,
12/31/17,13:24:52,Pacific Time (US & Canada),Coffee,Americano,1,"Med, 16 oz",,,$3.25,$0.00,$3.25,$0.16,To Go,,,
12/31/17,13:24:52,Pacific Time (US & Canada),Coffee,Latte,1,"Med, 16 oz",,,$4.40,$0.00,$4.40,$0.22,To Go,,,
12/31/17,13:21:27,Pacific Time (US & Canada),Coffee,Drip Coffee,1,"Larg, 20 oz",,,$2.90,$0.00,$2.90,$0.14,To Go,,,
12/31/17,13:21:27,Pacific Time (US & Canada),Breakfast,Breakfast things,1,Breakfast Burrito,,,$8.50,$0.00,$8.50,$0.43,To Go,,,
12/31/17,13:20:29,Pacific Time (US & Canada),Coffee,Cappuccino,2,"Med, 16 oz",,Soy M,$11.00,$0.00,$11.00,$0.55,To Go,,,
12/31/17,13:20:29,Pacific Time (US & Canada),Misc Drinks,Homemade Hot Chocolate,1,"Med, 16 oz",,,$4.50,$0.00,$4.50,$0.22,To Go,,,
12/31/17,13:20:29,Pacific Time (US & Canada),Pastries,Cookies,1,Chocolate chip,,,$2.75,$0.00,$2.75,$0.14,To Go,,,
12/31/17,13:17:12,Pacific Time (US & Canada),Coffee,Macchiato,1,6 oz (cap),,,$3.75,$0.00,$3.75,$0.19,To Go,,,
12/31/17,13:15:26,Pacific Time (US & Canada),Coffee,Drip Coffee,1,"Med, 16 oz",,,$2.65,$0.00,$2.65,$0.13,To Go,,,
12/31/17,13:14:33,Pacific Time (US & Canada),Pastries,Tarts,1,Banana Bread,,,$4.50,$0.00,$4.50,$0.22,To Go,,,
12/31/17,13:14:33,Pacific Time (US & Canada),Coffee,Cappuccino,1,"Med, 16 oz",,,$4.40,$0.00,$4.40,$0.22,To Go,,,
12/31/17,13:13:47,Pacific Time (US & Canada),Pastries,Tarts,1,Banana Bread,,,$4.50,$0.00,$4.50,$0.22,To Go,,,
12/31/17,13:13:47,Pacific Time (US & Canada),Food,Laminated Pastries,1,Morning Bun,,,$4.00,$0.00,$4.00,$0.20,To Go,,,
12/31/17,13:13:17,Pacific Time (US & Canada),Food,Laminated Pastries,1,Sausage Rolls,,,$6.50,$0.00,$6.50,$0.32,To Go,,,
12/31/17,13:13:17,Pacific Time (US & Canada),Pastries,Tarts,1,Banana Bread,,,$4.50,$0.00,$4.50,$0.23,To Go,,,
12/31/17,13:09:55,Pacific Time (US & Canada),Lunch,Sandwich,1,Turkey BLT,,,$8.75,$0.00,$8.75,$0.44,To Go,,,
12/31/17,13:07:52,Pacific Time (US & Canada),Pastries,Muffins,1,Raspberry Almond (Gluten free),,,$4.25,$0.00,$4.25,$0.21,To Go,,,
12/31/17,13:05:00,Pacific Time (US & Canada),Coffee,Latte,1,"Med, 16 oz",,Soy M,$5.50,$0.00,$5.50,$0.28,To Go,,,
12/31/17,13:05:00,Pacific Time (US & Canada),Coffee,Latte,1,"Med, 16 oz",,,$4.40,$0.00,$4.40,$0.22,To Go,,,
12/31/17,13:04:04,Pacific Time (US & Canada),Tea,Tea,1,"Green, Roasted",,,$2.60,$0.00,$2.60,$0.13,To Go,,,
12/31/17,13:04:04,Pacific Time (US & Canada),Coffee,Drip Coffee,1,"Small, 12 oz",,,$2.50,$0.00,$2.50,$0.12,To Go,,,
12/31/17,13:04:04,Pacific Time (US & Canada),Pastries,Muffins,1,Blueberry Bran,,,$3.55,$0.00,$3.55,$0.18,To Go,,,
12/31/17,13:02:58,Pacific Time (US & Canada),Coffee,Americano,1,"Med, 16 oz",,,$3.25,$0.00,$3.25,$0.16,To Go,,,
12/31/17,13:02:58,Pacific Time (US & Canada),Coffee,Latte,1,"Small, 12 oz",,"Almond S, Decaf",$4.65,$0.00,$4.65,$0.24,To Go,,,
12/31/17,12:57:08,Pacific Time (US & Canada),Food,Soup,1,Regular,,,$5.75,$0.00,$5.75,$0.29,To Go,,,
12/31/17,12:56:11,Pacific Time (US & Canada),Breakfast,Breakfast things,1,Smoked Salmon Croissant,,,$7.50,$0.00,$7.50,$0.37,For Here,,,
12/31/17,12:56:11,Pacific Time (US & Canada),Pastries,Cookies,1,Chocolate chip,,,$2.75,$0.00,$2.75,$0.14,To Go,,,
12/31/17,12:56:11,Pacific Time (US & Canada),Coffee,Americano,1,"Small, 12 oz",,,$2.65,$0.00,$2.65,$0.13,To Go,,,
12/31/17,12:53:56,Pacific Time (US & Canada),Food,Laminated Pastries,2,Plain Croissant,,,$6.80,$0.00,$6.80,$0.34,To Go,,,
12/31/17,12:53:56,Pacific Time (US & Canada),Coffee,Americano,1,"Small, 12 oz",,,$2.65,$0.00,$2.65,$0.13,To Go,,,
12/31/17,12:53:06,Pacific Time (US & Canada),Coffee,Americano,1,"Small, 12 oz",,Misto,$3.15,$0.00,$3.15,$0.16,To Go,,,
12/31/17,12:53:06,Pacific Time (US & Canada),Breakfast,Breakfast things,1,Ham & Cheese Croissant,,,$6.95,$0.00,$6.95,$0.34,To Go,,,
12/31/17,12:51:42,Pacific Time (US & Canada),Coffee,Latte,1,"Small, 12 oz",,"Almond S, Decaf",$4.65,$0.00,$4.65,$0.23,To Go,,,
12/31/17,12:51:42,Pacific Time (US & Canada),Misc Drinks,Kids Stuff,1,Small,,,$2.80,$0.00,$2.80,$0.14,To Go,,,
12/31/17,12:49:36,Pacific Time (US & Canada),Hot breakfast,Hot Breakfast,1,Viva Breakfast,,,$8.50,$0.00,$8.50,$0.42,For Here,,,
12/31/17,12:49:36,Pacific Time (US & Canada),Coffee,Macchiato,1,4 oz (trad),,,$3.50,$0.00,$3.50,$0.18,For Here,,,
12/31/17,12:47:10,Pacific Time (US & Canada),Tea,Matcha Latte,1,Small,,Soy S,$5.70,$0.00,$5.70,$0.28,To Go,,,
12/31/17,12:46:06,Pacific Time (US & Canada),Hot breakfast,Hot Breakfast,1,Classic Benny,,,$14.95,$0.00,$14.95,$0.75,For Here,,,
12/31/17,12:46:06,Pacific Time (US & Canada),Pastries,Scones,1,Healthy,,,$4.50,$0.00,$4.50,$0.22,For Here,,,
12/31/17,12:46:06,Pacific Time (US & Canada),Coffee,Latte,1,"Large, 20 oz",,"Almond L, Extra shot",$6.95,$0.00,$6.95,$0.35,For Here,,,
12/31/17,12:43:21,Pacific Time (US & Canada),Misc Drinks,Juices,5,Green Goddess,,,$49.75,$0.00,$49.75,$2.49,To Go,,,
12/31/17,12:43:21,Pacific Time (US & Canada),Misc Drinks,Juices,1,Freshly Squeezed OJ,,,$5.50,$0.00,$5.50,$0.27,To Go,,,
12/31/17,12:43:21,Pacific Time (US & Canada),Coffee,Drip Coffee,2,"Larg, 20 oz",,,$5.80,$0.00,$5.80,$0.29,To Go,,,
12/31/17,12:42:09,Pacific Time (US & Canada),Pastries,Muffins,1,Carrot Zucchini,,,$3.55,$0.00,$3.55,$0.18,To Go,,,
12/31/17,12:41:04,Pacific Time (US & Canada),Coffee,Drip Coffee,1,"Med, 16 oz",,,$2.65,$0.00,$2.65,$0.13,For Here,,,
12/31/17,12:40:15,Pacific Time (US & Canada),Breakfast,Breakfast things,1,Ham & Cheese Croissant,,,$6.95,$0.00,$6.95,$0.35,For Here,,,
12/31/17,12:40:15,Pacific Time (US & Canada),Coffee,Latte,1,"Small, 12 oz",,,$3.80,$0.00,$3.80,$0.19,For Here,,,
12/31/17,12:40:15,Pacific Time (US & Canada),Food,Laminated Pastries,1,Plain Croissant,,,$3.40,$0.00,$3.40,$0.17,For Here,,,
12/31/17,12:40:15,Pacific Time (US & Canada),Tea,Chai,1,"Small, 12 oz",,Soy S,$4.95,$0.00,$4.95,$0.25,For Here,,,
12/31/17,12:33:05,Pacific Time (US & Canada),Pastries,Tarts,1,Peach tart,,,$4.50,$0.00,$4.50,$0.22,To Go,,,
12/31/17,12:32:16,Pacific Time (US & Canada),Tea,Tea,2,London Fog,,,$7.20,$0.00,$7.20,$0.36,To Go,,,
12/31/17,12:32:16,Pacific Time (US & Canada),Pastries,Scones,1,Mixed berry,,,$4.25,$0.00,$4.25,$0.21,To Go,,,
12/31/17,12:30:00,Pacific Time (US & Canada),Pastries,Muffins,1,Raspberry Banana Oat,,,$3.55,$0.00,$3.55,$0.18,To Go,,,
12/31/17,12:26:20,Pacific Time (US & Canada),Breakfast,Breakfast things,1,Smoked Salmon Croissant,,,$7.50,$0.00,$7.50,$0.38,To Go,,,
12/31/17,12:24:18,Pacific Time (US & Canada),Coffee,Latte,1,"Med, 16 oz",,,$4.40,$0.00,$4.40,$0.22,To Go,,,
12/31/17,12:22:56,Pacific Time (US & Canada),Food,Soup,2,Soup & Sandwich,,,$26.00,$0.00,$26.00,$1.30,To Go,,,
12/31/17,12:22:14,Pacific Time (US & Canada),Coffee,Mocha,1,"Med, 16 oz",,,$4.60,$0.00,$4.60,$0.23,To Go,,,
12/31/17,12:22:14,Pacific Time (US & Canada),Lunch,Sandwich,1,Cajun Chicken,,,$8.75,$0.00,$8.75,$0.44,To Go,,,
12/31/17,12:20:44,Pacific Time (US & Canada),Food,Soup,1,Soup & Sandwich,,,$13.00,$0.00,$13.00,$0.65,To Go,,,
12/31/17,12:19:05,Pacific Time (US & Canada),Tea,Matcha Latte,1,Med,,Almond M,$6.35,$0.00,$6.35,$0.32,To Go,,,
12/31/17,12:19:05,Pacific Time (US & Canada),Coffee,Americano,1,"Med, 16 oz",,,$3.25,$0.00,$3.25,$0.16,To Go,,,
12/31/17,12:18:29,Pacific Time (US & Canada),Coffee,Beans,1,Pilot Ana Sora,,,$21.00,$0.00,$21.00,$0.00,To Go,,,
12/31/17,12:16:43,Pacific Time (US & Canada),Coffee,Macchiato,1,6 oz (cap),,Decaf,$3.75,$0.00,$3.75,$0.19,To Go,,,
12/31/17,12:16:06,Pacific Time (US & Canada),Coffee,Americano,1,"Small, 12 oz",,,$2.65,$0.00,$2.65,$0.13,To Go,,,
12/31/17,12:14:21,Pacific Time (US & Canada),None,Day old,1,Regular,,,$2.75,$0.00,$2.75,$0.14,To Go,,,
12/31/17,12:08:25,Pacific Time (US & Canada),Breakfast,Breakfast things,2,Breakfast Muffin,,,$13.50,$0.00,$13.50,$0.67,To Go,,,
12/31/17,12:08:25,Pacific Time (US & Canada),Coffee,Latte,1,"Small, 12 oz",,,$3.80,$0.00,$3.80,$0.19,To Go,,,
12/31/17,12:07:53,Pacific Time (US & Canada),Lunch,Sandwich,1,Cajun Chicken,,,$8.75,$0.00,$8.75,$0.44,To Go,,,
12/31/17,12:07:53,Pacific Time (US & Canada),Coffee,Americano,1,"Med, 16 oz",,,$3.25,$0.00,$3.25,$0.16,To Go,,,
12/31/17,12:07:13,Pacific Time (US & Canada),Coffee,Drip Coffee,1,"Small, 12 oz",,,$2.50,$0.00,$2.50,$0.12,To Go,,,
12/31/17,12:05:25,Pacific Time (US & Canada),Hot breakfast,Hot Breakfast,1,Viva Breakfast,,,$8.50,$0.00,$8.50,$0.42,For Here,,,
12/31/17,12:05:25,Pacific Time (US & Canada),Hot breakfast,Hot Breakfast,1,Viva Breakfast,,,$8.50,$0.00,$8.50,$0.43,For Here,,,
12/31/17,12:05:25,Pacific Time (US & Canada),Coffee,Drip Coffee,2,"Small, 12 oz",,,$5.00,$0.00,$5.00,$0.25,For Here,,,
12/31/17,12:03:41,Pacific Time (US & Canada),Coffee,Latte,1,"Med, 16 oz",,"Almond M, Vanilla",$6.00,$0.00,$6.00,$0.30,To Go,,,
12/31/17,12:01:29,Pacific Time (US & Canada),Coffee,Latte,1,"Small, 12 oz",,Almond S,$4.65,$0.00,$4.65,$0.23,To Go,,,
12/31/17,12:01:11,Pacific Time (US & Canada),Food,Laminated Pastries,1,Plain Croissant,,,$3.40,$0.00,$3.40,$0.17,To Go,,,
12/31/17,12:01:11,Pacific Time (US & Canada),Coffee,Latte,1,"Small, 12 oz",,,$3.80,$0.00,$3.80,$0.19,To Go,,,
12/31/17,12:01:11,Pacific Time (US & Canada),Coffee,Latte,1,"Small, 12 oz",,"Almond S, Decaf",$4.65,$0.00,$4.65,$0.23,To Go,,,
12/31/17,11:58:09,Pacific Time (US & Canada),Coffee,Latte,1,"Med, 16 oz",,,$4.40,$0.00,$4.40,$0.22,To Go,,,
12/31/17,11:58:09,Pacific Time (US & Canada),Misc Drinks,Homemade Hot Chocolate,1,"Med, 16 oz",,,$4.50,$0.00,$4.50,$0.22,To Go,,,
12/31/17,11:56:36,Pacific Time (US & Canada),Coffee,Latte,1,"Med, 16 oz",,Almond M,$5.50,$0.00,$5.50,$0.28,To Go,,,
12/31/17,11:56:23,Pacific Time (US & Canada),Misc Drinks,Homemade Hot Chocolate,1,"Small, 12 oz",,,$3.85,$0.00,$3.85,$0.19,To Go,,,
12/31/17,11:55:57,Pacific Time (US & Canada),Coffee,Latte,1,"Med, 16 oz",,Vanilla,$4.90,$0.00,$4.90,$0.24,To Go,,,
12/31/17,11:41:20,Pacific Time (US & Canada),Hot breakfast,Hot Breakfast,1,Hot Oatmeal,,"Almond Milk, Cherries",$10.30,$0.00,$10.30,$0.52,For Here,,,
12/31/17,11:41:20,Pacific Time (US & Canada),Coffee,Americano,1,"Med, 16 oz",,,$3.25,$0.00,$3.25,$0.16,For Here,,,
12/31/17,11:39:00,Pacific Time (US & Canada),Pastries,Tarts,1,Banana Bread,,,$4.50,$0.00,$4.50,$0.22,To Go,,,
